CostFunc,BatchSize,MaxIt,NPop,Beta,PC,Mu,BestSol1,BestSol2,BestSol3,BestSol4,BestSol5,AllCost,AvgCost,dist_to_known_params
logcosh_loss,32,500,70,1,2,0.5,"[9.97261707e-03 5.45237473e+01 1.07836937e-01 5.43502985e+01,,,,,,,,,,,,,,1.535514790694345
 1.12604885e-01 1.14709553e-02 6.37238340e+01 4.00000000e+00]","[9.97261707e-03 5.46448793e+01 1.07836937e-01 5.46872194e+01
 1.12604885e-01 1.14709553e-02 6.37519704e+01 4.00000000e+00]","[9.97261707e-03 5.44670594e+01 1.07836937e-01 5.43018312e+01
 1.15450167e-01 1.14709553e-02 6.58615405e+01 4.00000000e+00]","[9.97261707e-03 5.45237473e+01 1.07836937e-01 5.43502985e+01
 1.12604885e-01 1.14709553e-02 6.31339434e+01 4.00000000e+00]","[9.97261707e-03 5.46374985e+01 1.07836937e-01 5.43502985e+01
 1.08780806e-01 1.14709553e-02 6.02932626e+01 4.00000000e+00]","[9.119428001678089e-06, 9.175720806358843e-06, 9.192036269493713e-06, 9.309109690250264e-06, 9.324055857909544e-06]",9.224070125138091e-06,1.5355147906943447
logcosh_loss,32,500,70,1,2,0.5,"[1.01394283e-02 5.42166338e+01 1.02143104e-01 5.41663134e+01
 1.15097265e-01 1.17984108e-02 6.23338454e+01 4.00000000e+00]","[1.02258849e-02 5.34384890e+01 9.63151910e-02 5.35182915e+01
 1.15097265e-01 1.17984108e-02 6.23895255e+01 4.00000000e+00]","[1.02258849e-02 5.34384890e+01 9.55401795e-02 5.35182915e+01
 1.15097265e-01 1.17984108e-02 6.21826749e+01 4.00000000e+00]","[1.01970042e-02 5.34384890e+01 9.84367945e-02 5.33468582e+01
 1.15097265e-01 1.17984108e-02 6.30156576e+01 4.00000000e+00]","[1.02258849e-02 5.34384890e+01 9.63151910e-02 5.35182915e+01
 1.15097265e-01 1.17984108e-02 6.21826749e+01 4.00000000e+00]","[4.662359202715822e-06, 4.6984684233348485e-06, 4.7315067172385576e-06, 4.737675795700341e-06, 4.740410014148156e-06]",4.714084030627545e-06,3.0129229510761775
logcosh_loss,32,500,70,1,2,0.5,"[9.31379425e-03 6.04373699e+01 1.26291397e-01 6.03966685e+01
 1.33249687e-01 1.37705526e-02 6.10284657e+01 4.00000000e+00]","[9.31379425e-03 6.04373699e+01 1.26291397e-01 6.03966685e+01
 1.33249687e-01 1.37705526e-02 6.08033159e+01 4.00000000e+00]","[9.31379425e-03 6.04373699e+01 1.21071873e-01 6.03966685e+01
 1.33249687e-01 1.37705526e-02 6.08033159e+01 4.00000000e+00]","[9.31379425e-03 5.91026788e+01 1.11129378e-01 5.90280091e+01
 1.28779342e-01 1.37705526e-02 6.09495694e+01 4.00000000e+00]","[9.31379425e-03 6.04023381e+01 1.42420267e-01 5.94086741e+01
 1.31719852e-01 1.37705526e-02 6.07378192e+01 4.00000000e+00]","[1.2144639099901269e-05, 1.2598360190867896e-05, 1.2643662465194233e-05, 1.3194267199917975e-05, 1.3405417587493347e-05]",1.2797269308674944e-05,9.418779254002185
logcosh_loss,32,500,70,1,2,0.5,"[9.19982937e-03 6.13837276e+01 1.67474976e-01 5.84710544e+01
 1.33506745e-01 1.41912520e-02 5.96780507e+01 4.00000000e+00]","[9.32778147e-03 6.12874518e+01 1.58752312e-01 5.84360904e+01
 1.34151246e-01 1.41912520e-02 5.82865348e+01 4.00000000e+00]","[9.19982937e-03 6.12874518e+01 1.56774432e-01 5.84360904e+01
 1.34151246e-01 1.41912520e-02 5.93240852e+01 4.00000000e+00]","[9.19982937e-03 6.14370579e+01 1.66568242e-01 5.82100033e+01
 1.34151246e-01 1.41912520e-02 5.98236400e+01 4.00000000e+00]","[9.32778147e-03 6.12874518e+01 1.58752312e-01 5.84360904e+01
 1.34151246e-01 1.41912520e-02 5.82865348e+01 4.00000000e+00]","[1.6011277551386852e-05, 1.6259384772466047e-05, 1.6650993421892618e-05, 1.6658114280795058e-05, 1.6674681769839487e-05]",1.6450890359276012e-05,9.899026369864846
logcosh_loss,32,500,70,1,2,0.5,"[9.63836455e-03 5.69967873e+01 1.10936679e-01 5.67734939e+01
 1.13911064e-01 1.28516209e-02 5.65182889e+01 4.00000000e+00]","[9.63836455e-03 5.67484463e+01 1.06784276e-01 5.67734939e+01
 1.13911064e-01 1.28516209e-02 5.68790464e+01 4.00000000e+00]","[9.63836455e-03 5.67328322e+01 1.07467948e-01 5.67734939e+01
 1.13911064e-01 1.28516209e-02 5.69133012e+01 4.00000000e+00]","[9.63836455e-03 5.68234129e+01 1.05261123e-01 5.67734939e+01
 1.13911064e-01 1.28516209e-02 5.66984460e+01 4.00000000e+00]","[9.63836455e-03 5.68234129e+01 1.10936679e-01 5.65775541e+01
 1.13911064e-01 1.28516209e-02 5.66984460e+01 4.00000000e+00]","[6.464799781141961e-06, 6.471176893474339e-06, 6.581828732518095e-06, 6.602721276461002e-06, 6.862435563017651e-06]",6.59659244932261e-06,10.138299438599233
logcosh_loss,32,500,70,1,2,0.5,"[9.11990391e-03 6.22242262e+01 1.80333942e-01 5.78185147e+01
 1.40562223e-01 1.49834639e-02 5.91272391e+01 4.00000000e+00]","[9.11990391e-03 6.24931319e+01 1.93287935e-01 5.78185147e+01
 1.41757572e-01 1.49834639e-02 5.94487090e+01 4.00000000e+00]","[9.11990391e-03 6.24838850e+01 1.92421372e-01 5.77664910e+01
 1.41711837e-01 1.49834639e-02 5.97154745e+01 4.00000000e+00]","[9.11990391e-03 6.22242262e+01 1.80796107e-01 5.78185147e+01
 1.39587618e-01 1.49834639e-02 5.89808300e+01 4.00000000e+00]","[9.11990391e-03 6.22242262e+01 1.80333942e-01 5.77664910e+01
 1.39587618e-01 1.49834639e-02 5.87889380e+01 4.00000000e+00]","[2.287317820691938e-05, 2.2998169511698304e-05, 2.3101754236293936e-05, 2.3113817801212207e-05, 2.311566335741138e-05]",2.3040516622707047e-05,10.829643129271023
logcosh_loss,32,500,70,1,2,0.5,"[9.07412727e-03 6.18467888e+01 1.01819186e-01 6.29249129e+01
 1.48905655e-01 1.45970841e-02 6.54324634e+01 4.00000000e+00]","[9.07412727e-03 6.27015273e+01 1.24517359e-01 6.24259830e+01
 1.64904761e-01 1.57620918e-02 6.63797453e+01 4.00000000e+00]","[9.07412727e-03 6.29836026e+01 1.24517359e-01 6.29948862e+01
 1.64874101e-01 1.57620918e-02 6.56693546e+01 4.00000000e+00]","[9.07412727e-03 6.30264938e+01 1.24517359e-01 6.29948862e+01
 1.64904761e-01 1.57620918e-02 6.54324634e+01 4.00000000e+00]","[9.07412727e-03 6.31309714e+01 1.24517359e-01 6.29249129e+01
 1.64904761e-01 1.57620918e-02 6.56358966e+01 4.00000000e+00]","[2.9004734338000376e-05, 3.1808125933229954e-05, 3.229916097584101e-05, 3.2582577525497986e-05, 3.2650383738454025e-05]",3.166899650220467e-05,11.902684062342097
logcosh_loss,32,500,70,1,2,0.5,"[9.00611498e-03 6.23378675e+01 1.41111943e-01 6.19620513e+01
 1.33433173e-01 1.43200197e-02 5.91330260e+01 4.00000000e+00]","[9.00611498e-03 6.22597633e+01 1.41111943e-01 6.18528907e+01
 1.33433173e-01 1.43200197e-02 5.93404286e+01 4.00000000e+00]","[9.00611498e-03 6.24482281e+01 1.53036444e-01 6.19585047e+01
 1.33768083e-01 1.43200197e-02 5.90599163e+01 4.00000000e+00]","[9.00611498e-03 6.23378675e+01 1.41111943e-01 6.19620513e+01
 1.33470617e-01 1.43200197e-02 5.91129748e+01 4.00000000e+00]","[9.00611498e-03 6.23853137e+01 1.46515109e-01 6.19136047e+01
 1.33207448e-01 1.43200197e-02 5.87388470e+01 4.00000000e+00]","[2.155077263456964e-05, 2.1567387500960314e-05, 2.169188396970117e-05, 2.1704099936852594e-05, 2.1708925391115434e-05]",2.164461388663984e-05,13.125618787413124
logcosh_loss,32,500,70,1,2,0.5,"[8.77500317e-03 6.44289266e+01 2.40745399e-01 5.74655962e+01
 1.45905374e-01 1.55698187e-02 5.89306558e+01 4.00000000e+00]","[8.77500317e-03 6.50657170e+01 2.25950232e-01 6.26406270e+01
 1.45905374e-01 1.55698187e-02 5.82555380e+01 4.00000000e+00]","[8.77500317e-03 6.49664482e+01 2.40745399e-01 6.24340774e+01
 1.45905374e-01 1.55698187e-02 5.90425069e+01 4.00000000e+00]","[8.77500317e-03 6.52972089e+01 2.25950232e-01 6.26406270e+01
 1.45905374e-01 1.55698187e-02 5.81727332e+01 4.00000000e+00]","[8.77500317e-03 6.52972089e+01 2.25950232e-01 6.26406270e+01
 1.45905374e-01 1.55698187e-02 5.81727332e+01 4.00000000e+00]","[3.678500800838407e-05, 3.7535862569725226e-05, 3.777415841585982e-05, 3.8036874975080745e-05, 3.80932832824023e-05]",3.764503745029044e-05,13.174505732528521
logcosh_loss,32,500,70,1,2,0.5,"[9.11808810e-03 6.19564817e+01 2.08950600e-01 5.82669796e+01
 1.27099027e-01 1.42218983e-02 5.57966034e+01 4.00000000e+00]","[9.06738290e-03 6.18534850e+01 1.89048178e-01 5.82116446e+01
 1.27099027e-01 1.42218983e-02 5.65983983e+01 4.00000000e+00]","[9.11808810e-03 6.19564817e+01 2.08950600e-01 5.82669796e+01
 1.27099027e-01 1.42218983e-02 5.64483767e+01 4.00000000e+00]","[9.06738290e-03 6.21426300e+01 2.04000937e-01 5.81842566e+01
 1.27099027e-01 1.42218983e-02 5.59690679e+01 4.00000000e+00]","[9.06738290e-03 6.18534850e+01 1.91355183e-01 5.82669796e+01
 1.27470298e-01 1.42218983e-02 5.67112210e+01 4.00000000e+00]","[1.940284053123971e-05, 1.940593667659515e-05, 1.9504282140825092e-05, 1.9672865891304558e-05, 1.9744416425535574e-05]",1.954606833310001e-05,13.725471190626093
logcosh_loss,32,500,70,1,2,0.5,"[8.93661455e-03 6.35569331e+01 1.36493289e-01 6.29639873e+01
 1.51236608e-01 1.54446132e-02 6.17246203e+01 4.00000000e+00]","[8.93661455e-03 6.35010826e+01 1.34157044e-01 6.31768322e+01
 1.52244458e-01 1.54446132e-02 6.25296835e+01 4.00000000e+00]","[8.93661455e-03 6.36064869e+01 1.33166408e-01 6.31535365e+01
 1.51339959e-01 1.54446132e-02 6.15917722e+01 4.00000000e+00]","[8.93661455e-03 6.32616576e+01 1.34157044e-01 6.29942253e+01
 1.52244458e-01 1.54446132e-02 6.23035913e+01 4.00000000e+00]","[8.93661455e-03 6.35997706e+01 1.34157044e-01 6.32168622e+01
 1.52244458e-01 1.54446132e-02 6.23035913e+01 4.00000000e+00]","[2.960285322676697e-05, 2.9719727108967987e-05, 2.9811241933254422e-05, 2.9915946896288633e-05, 2.9963212319023478e-05]",2.980259629686029e-05,13.885251204485375
logcosh_loss,32,500,70,1,2,0.5,"[8.92260014e-03 6.38601554e+01 1.55011221e-01 6.30239165e+01
 1.62552478e-01 1.52136891e-02 6.71368847e+01 4.00000000e+00]","[8.92260014e-03 6.34370500e+01 1.55011221e-01 6.30239165e+01
 1.63120071e-01 1.52136891e-02 6.81126778e+01 4.00000000e+00]","[8.92260014e-03 6.34871278e+01 1.37047940e-01 6.30239723e+01
 1.63120071e-01 1.53806452e-02 6.71586984e+01 4.00000000e+00]","[8.92260014e-03 6.36930675e+01 1.50490456e-01 6.30189500e+01
 1.63719450e-01 1.53806452e-02 6.73723816e+01 4.00000000e+00]","[8.92260014e-03 6.36930675e+01 1.37047940e-01 6.31801917e+01
 1.58527149e-01 1.53806452e-02 6.52227535e+01 4.00000000e+00]","[2.8686203354076575e-05, 2.897434106433523e-05, 2.9351609686052814e-05, 2.939900970011956e-05, 2.9493236797592504e-05]",2.918088012043533e-05,13.973273940506981
logcosh_loss,32,500,70,1,2,0.5,"[8.98167010e-03 6.33800982e+01 1.53667042e-01 6.26397157e+01
 1.42120708e-01 1.51304785e-02 5.91209479e+01 4.00000000e+00]","[8.98167010e-03 6.32612892e+01 1.53905265e-01 6.23847220e+01
 1.46825991e-01 1.51304785e-02 6.12352394e+01 4.00000000e+00]","[8.98167010e-03 6.33800982e+01 1.48903424e-01 6.28165086e+01
 1.42098596e-01 1.51304785e-02 5.90552642e+01 4.00000000e+00]","[8.98167010e-03 6.27943308e+01 1.53667042e-01 6.21185826e+01
 1.42120708e-01 1.51304785e-02 5.97826660e+01 4.00000000e+00]","[8.98167010e-03 6.34408139e+01 1.58146348e-01 6.24758106e+01
 1.42098596e-01 1.51304785e-02 5.90559644e+01 4.00000000e+00]","[2.625605395938857e-05, 2.6323529001009168e-05, 2.637300539055058e-05, 2.6507654554817258e-05, 2.656842708054826e-05]",2.640573399726277e-05,14.517173989615635
logcosh_loss,32,500,70,1,2,0.5,"[8.59164479e-03 6.61336905e+01 4.09613831e-01 6.22115805e+01
 1.50656416e-01 1.55118188e-02 6.11629415e+01 4.00000000e+00]","[8.59164479e-03 6.60381295e+01 5.05000226e-01 6.16881909e+01
 1.50656416e-01 1.55118188e-02 6.12318701e+01 4.00000000e+00]","[8.59164479e-03 6.60381295e+01 4.37471484e-01 6.19598542e+01
 1.50656416e-01 1.55118188e-02 6.12318701e+01 4.00000000e+00]","[8.59164479e-03 6.61336905e+01 4.09613831e-01 6.22115805e+01
 1.50656416e-01 1.55118188e-02 6.11629415e+01 4.00000000e+00]","[8.59164479e-03 6.60381295e+01 2.47196262e-01 6.44816545e+01
 1.50656416e-01 1.55118188e-02 6.11629415e+01 4.00000000e+00]","[4.619070734470902e-05, 4.622565415093885e-05, 4.6283994936434804e-05, 4.6347535388024904e-05, 4.6416128391724916e-05]",4.62928040423665e-05,16.248132719861463
logcosh_loss,32,500,70,1,2,0.5,"[8.62324385e-03 6.63556433e+01 2.62065957e-01 6.24870404e+01
 1.57952825e-01 1.61967092e-02 6.03767520e+01 4.00000000e+00]","[8.62324385e-03 6.63556433e+01 4.51759504e-01 6.43827369e+01
 1.57952825e-01 1.59642974e-02 6.18423955e+01 4.00000000e+00]","[8.62324385e-03 6.63556433e+01 2.62065957e-01 6.36817579e+01
 1.57952825e-01 1.61967092e-02 6.20866423e+01 4.00000000e+00]","[8.62324385e-03 6.63556433e+01 3.29093638e-01 6.36817579e+01
 1.57970127e-01 1.61967092e-02 6.19300528e+01 4.00000000e+00]","[8.62324385e-03 6.71531604e+01 3.23702544e-01 6.43827369e+01
 1.68074549e-01 1.59642974e-02 6.31196366e+01 4.00000000e+00]","[5.015658550920003e-05, 5.092067043076489e-05, 5.2628765992383765e-05, 5.339158275704083e-05, 5.594494076378164e-05]",5.260850909063423e-05,16.88214622728696
logcosh_loss,32,500,70,1,2,0.5,"[8.58568732e-03 6.54132711e+01 2.71724599e-01 6.25219114e+01
 1.37767796e-01 1.51631743e-02 5.71422107e+01 4.00000000e+00]","[8.58568732e-03 6.61772009e+01 2.93145506e-01 6.24379875e+01
 1.47390395e-01 1.57797299e-02 5.86978044e+01 4.00000000e+00]","[8.58568732e-03 6.59090616e+01 2.66490768e-01 6.24379875e+01
 1.48883956e-01 1.57797299e-02 5.99560997e+01 4.00000000e+00]","[8.58568732e-03 6.63497579e+01 2.94057671e-01 6.31856104e+01
 1.48883956e-01 1.57797299e-02 5.92846070e+01 4.00000000e+00]","[8.58568732e-03 6.65456784e+01 2.12728181e-01 6.43623952e+01
 1.41674996e-01 1.57797299e-02 5.48917105e+01 4.00000000e+00]","[4.557937700727225e-05, 4.69512404137732e-05, 4.7345904528093026e-05, 4.7371279981454976e-05, 4.7766778206521064e-05]",4.70029160274229e-05,17.510259505967188
logcosh_loss,32,500,70,1,2,0.5,"[8.83278241e-03 6.50216382e+01 1.53354620e-01 6.39097968e+01
 1.49554701e-01 1.60589253e-02 5.77491526e+01 4.00000000e+00]","[8.83278241e-03 6.49934861e+01 1.61796474e-01 6.37736747e+01
 1.48503483e-01 1.60589253e-02 5.76516362e+01 4.00000000e+00]","[8.83278241e-03 6.48907992e+01 1.47705192e-01 6.39707692e+01
 1.49215150e-01 1.60589253e-02 5.76516362e+01 4.00000000e+00]","[8.83278241e-03 6.48907992e+01 1.61796474e-01 6.39714354e+01
 1.49215150e-01 1.60589253e-02 5.76516362e+01 4.00000000e+00]","[8.83278241e-03 6.43211387e+01 1.58761695e-01 6.36205773e+01
 1.49554701e-01 1.60589253e-02 5.89366656e+01 4.00000000e+00]","[3.9744850064199876e-05, 3.983802423450623e-05, 4.0095118708053995e-05, 4.0316397932126566e-05, 4.039410496685645e-05]",4.007769918114863e-05,17.724818377657012
logcosh_loss,32,500,70,1,2,0.5,"[8.40597945e-03 6.78202988e+01 6.12812549e-01 6.19849568e+01
 1.67693252e-01 1.66376469e-02 6.28602656e+01 4.00000000e+00]","[8.39949897e-03 6.77553323e+01 5.00000000e-01 6.20993742e+01
 1.67693252e-01 1.66376469e-02 6.30406348e+01 4.00000000e+00]","[8.39949897e-03 6.77553323e+01 2.54882231e-01 6.53326613e+01
 1.67693252e-01 1.66376469e-02 6.30406348e+01 4.00000000e+00]","[8.39949897e-03 6.78792589e+01 4.13731980e-01 6.24873094e+01
 1.67693252e-01 1.66376469e-02 6.27915388e+01 4.00000000e+00]","[8.39949897e-03 6.78792589e+01 4.35834149e-01 6.23439289e+01
 1.67693252e-01 1.66376469e-02 6.27915388e+01 4.00000000e+00]","[6.223157011932464e-05, 6.252204355647525e-05, 6.272757134711393e-05, 6.274233008653757e-05, 6.28094813551464e-05]",6.260659929291956e-05,18.073667507206828
logcosh_loss,32,500,70,1,2,0.5,"[8.68224985e-03 6.44744100e+01 1.55894004e-01 6.32737638e+01
 1.80011960e-01 1.53018862e-02 7.45525098e+01 4.00000000e+00]","[8.68224985e-03 6.50794816e+01 1.98728318e-01 6.40755906e+01
 1.80011960e-01 1.53018862e-02 7.37768176e+01 4.00000000e+00]","[8.68224985e-03 6.44744100e+01 1.39966373e-01 6.50943899e+01
 1.80011960e-01 1.53018862e-02 7.46484462e+01 4.00000000e+00]","[8.68224985e-03 6.52642503e+01 1.68746145e-01 6.35011555e+01
 1.93643655e-01 1.56825531e-02 7.67512182e+01 4.00000000e+00]","[8.68224985e-03 6.54448450e+01 1.74404463e-01 6.45764055e+01
 1.83482254e-01 1.52174765e-02 7.43298570e+01 4.00000000e+00]","[3.942994412999913e-05, 3.992813968780493e-05, 4.0188281097221125e-05, 4.0646684412882376e-05, 4.094967948349908e-05]",4.022854576228133e-05,18.275937896490607
logcosh_loss,32,500,70,1,2,0.5,"[8.89166761e-03 6.47783130e+01 1.51407838e-01 6.36669184e+01
 1.46745089e-01 1.61162769e-02 5.62509388e+01 4.00000000e+00]","[8.88382059e-03 6.46834474e+01 1.51975742e-01 6.34344934e+01
 1.46350496e-01 1.61810886e-02 5.57417982e+01 4.00000000e+00]","[8.89166761e-03 6.43064092e+01 1.75858613e-01 6.27920563e+01
 1.46138661e-01 1.61162769e-02 5.67262719e+01 4.00000000e+00]","[8.89166761e-03 6.43064092e+01 1.75858613e-01 6.24076822e+01
 1.46138661e-01 1.61162769e-02 5.67262719e+01 4.00000000e+00]","[8.89166761e-03 6.38850144e+01 1.52831927e-01 6.32747744e+01
 1.45972436e-01 1.61810886e-02 5.69999997e+01 4.00000000e+00]","[4.042444702703268e-05, 4.128026950331676e-05, 4.1489157505203076e-05, 4.190383856479549e-05, 4.234793613858179e-05]",4.148912974778596e-05,18.316828589494513
logcosh_loss,32,500,70,1,2,0.5,"[8.61382385e-03 6.66112669e+01 2.85733737e-01 6.27313513e+01
 1.84580973e-01 1.57306370e-02 7.22775125e+01 4.00000000e+00]","[8.61382385e-03 6.56063702e+01 2.17219742e-01 6.71037840e+01
 1.81574360e-01 1.57306370e-02 7.25687759e+01 4.00000000e+00]","[8.61382385e-03 6.65970486e+01 2.41942184e-01 6.75793768e+01
 1.84580973e-01 1.57306370e-02 7.23062159e+01 4.00000000e+00]","[8.61382385e-03 6.60078943e+01 1.20183735e-01 8.93207507e+01
 1.83984676e-01 1.57306370e-02 7.29401819e+01 4.00000000e+00]","[8.61382385e-03 6.60856159e+01 1.20183735e-01 8.52474615e+01
 1.83984676e-01 1.57306370e-02 7.27685497e+01 4.00000000e+00]","[4.765998597759077e-05, 4.8633406038286097e-05, 4.980668392443445e-05, 4.9937023193535755e-05, 4.994882852217463e-05]",4.919718553120433e-05,18.47404931918146
logcosh_loss,32,500,70,1,2,0.5,"[8.96784632e-03 6.36086011e+01 1.46797522e-01 6.34104710e+01
 1.79745346e-01 1.48547877e-02 7.56184310e+01 4.00000000e+00]","[8.96784632e-03 6.36897985e+01 1.46794372e-01 6.30297451e+01
 1.83354035e-01 1.48547877e-02 7.71931566e+01 4.00000000e+00]","[8.96784632e-03 6.37731896e+01 1.70365337e-01 6.29790512e+01
 1.79838653e-01 1.48547877e-02 7.60072391e+01 4.00000000e+00]","[8.96784632e-03 6.36897985e+01 1.46794372e-01 6.30297451e+01
 1.83354035e-01 1.48547877e-02 7.71931566e+01 4.00000000e+00]","[8.96784632e-03 6.37773680e+01 1.46797522e-01 6.38574932e+01
 1.83354035e-01 1.48547877e-02 7.68050227e+01 4.00000000e+00]","[2.6730872818111057e-05, 2.771418395048202e-05, 2.7723501886213695e-05, 2.7749088156688704e-05, 2.7889266821338512e-05]",2.75613827265668e-05,18.594490794853165
logcosh_loss,32,500,70,1,2,0.5,"[8.83319092e-03 6.48813318e+01 1.62726732e-01 6.39701968e+01
 1.41701210e-01 1.57131444e-02 5.56943329e+01 4.00000000e+00]","[8.83319092e-03 6.48813318e+01 1.68847157e-01 6.33209878e+01
 1.38358716e-01 1.57131444e-02 5.40901885e+01 4.00000000e+00]","[8.83319092e-03 6.36554905e+01 1.17460612e-01 6.36057276e+01
 1.34741727e-01 1.57131444e-02 5.37605415e+01 4.00000000e+00]","[8.83319092e-03 6.48813318e+01 1.62726732e-01 6.39701968e+01
 1.38358716e-01 1.57131444e-02 5.39084865e+01 4.00000000e+00]","[8.83319092e-03 6.47725658e+01 1.62726732e-01 6.35929302e+01
 1.38358716e-01 1.57787871e-02 5.39084865e+01 4.00000000e+00]","[3.591793037373097e-05, 3.630982721436191e-05, 3.651997517592082e-05, 3.654863372919017e-05, 3.6567238101881145e-05]",3.6372720919017005e-05,19.044405784228516
logcosh_loss,32,500,70,1,2,0.5,"[9.12284313e-03 6.16430161e+01 1.23518882e-01 6.15506750e+01
 1.23695964e-01 1.48102032e-02 5.18627297e+01 4.00000000e+00]","[9.12284313e-03 6.16430161e+01 1.19682525e-01 6.16439821e+01
 1.23695964e-01 1.48102032e-02 5.18627297e+01 4.00000000e+00]","[9.12284313e-03 6.19336536e+01 1.28676635e-01 6.17243424e+01
 1.27091915e-01 1.48102032e-02 5.33040218e+01 4.00000000e+00]","[9.12284313e-03 6.19336536e+01 1.26236358e-01 6.17374592e+01
 1.23695964e-01 1.48102032e-02 5.12928477e+01 4.00000000e+00]","[9.12284313e-03 6.19336536e+01 1.28676635e-01 6.17243424e+01
 1.23695964e-01 1.48102032e-02 5.18627297e+01 4.00000000e+00]","[1.980851814477685e-05, 1.998902106724286e-05, 2.0017134079531635e-05, 2.0121422240628423e-05, 2.0158905164289892e-05]",2.001900013929393e-05,19.500620942317898
logcosh_loss,32,500,70,1,2,0.5,"[9.46996783e-03 5.87191442e+01 1.39513289e-01 5.89872500e+01
 1.52629807e-01 1.25664442e-02 8.02987178e+01 4.00000000e+00]","[9.46996783e-03 5.91435933e+01 1.39513289e-01 5.89872500e+01
 1.52629807e-01 1.25664442e-02 7.92608214e+01 4.00000000e+00]","[9.46996783e-03 5.88844306e+01 1.68272007e-01 5.62271010e+01
 1.48400776e-01 1.25664442e-02 7.79064798e+01 4.00000000e+00]","[9.46996783e-03 5.90941120e+01 1.68602743e-01 5.65442349e+01
 1.52629807e-01 1.25664442e-02 7.91984626e+01 4.00000000e+00]","[9.46996783e-03 5.87191442e+01 1.68272007e-01 5.63771247e+01
 1.52629807e-01 1.25664442e-02 8.02987178e+01 4.00000000e+00]","[1.4367406220155908e-05, 1.5664598444634845e-05, 1.6318111728100003e-05, 1.6462391284892927e-05, 1.6606967975165178e-05]",1.588389513058977e-05,19.779989558592334
logcosh_loss,32,500,70,1,2,0.5,"[8.64972787e-03 6.69844784e+01 2.11677694e-01 6.56941032e+01
 1.57362874e-01 1.61553358e-02 5.92579752e+01 4.00000000e+00]","[8.64972787e-03 6.61017225e+01 7.23927379e-01 6.13140361e+01
 1.57362874e-01 1.63080083e-02 6.08930399e+01 4.00000000e+00]","[8.64972787e-03 6.71588949e+01 4.72851524e-01 6.23114800e+01
 1.57362874e-01 1.61553358e-02 5.92579752e+01 4.00000000e+00]","[8.64972787e-03 6.69124463e+01 4.75876239e-01 6.35735471e+01
 1.57362874e-01 1.63080083e-02 5.92579752e+01 4.00000000e+00]","[8.64972787e-03 6.70130621e+01 3.87413769e-01 6.39766857e+01
 1.57362874e-01 1.63080083e-02 5.93697162e+01 4.00000000e+00]","[5.093793290260832e-05, 5.1347056745175976e-05, 5.16035751029938e-05, 5.355615718575876e-05, 5.371382193159773e-05]",5.223170877362692e-05,20.39432835769946
logcosh_loss,32,500,70,1,2,0.5,"[9.64382384e-03 5.78416184e+01 1.09682030e-01 5.78068522e+01
 1.08994551e-01 1.32764998e-02 4.95358704e+01 4.00000000e+00]","[9.64382384e-03 5.78946162e+01 1.07923731e-01 5.79270263e+01
 1.08994551e-01 1.32764998e-02 4.92135982e+01 4.00000000e+00]","[9.64382384e-03 5.78416184e+01 1.07923731e-01 5.78291309e+01
 1.08994551e-01 1.32764998e-02 4.92879616e+01 4.00000000e+00]","[9.64382384e-03 5.78416184e+01 1.09682030e-01 5.78068522e+01
 1.08994551e-01 1.32764998e-02 4.92879616e+01 4.00000000e+00]","[9.64382384e-03 5.78416184e+01 1.07923731e-01 5.78068522e+01
 1.08994551e-01 1.32764998e-02 4.92879616e+01 4.00000000e+00]","[5.558598806902042e-06, 5.56226971362782e-06, 5.5725272851664405e-06, 5.573310050176054e-06, 5.622546573470285e-06]",5.577850485868528e-06,20.721691219167415
logcosh_loss,32,500,70,1,2,0.5,"[8.97009965e-03 6.28983428e+01 1.36173222e-01 6.24556287e+01
 1.25732066e-01 1.52983812e-02 5.13445229e+01 4.00000000e+00]","[8.97009965e-03 6.32457683e+01 1.37803301e-01 6.28107215e+01
 1.25732066e-01 1.52983812e-02 5.06180042e+01 4.00000000e+00]","[8.97009965e-03 6.32457683e+01 1.37803301e-01 6.26309667e+01
 1.25732066e-01 1.52983812e-02 5.06044030e+01 4.00000000e+00]","[8.97009965e-03 6.28983428e+01 1.40415947e-01 6.24556287e+01
 1.25732066e-01 1.52983812e-02 5.10995610e+01 4.00000000e+00]","[8.97009965e-03 6.28983428e+01 1.36173222e-01 6.24556287e+01
 1.25732066e-01 1.52983812e-02 5.13445229e+01 4.00000000e+00]","[2.730790874319284e-05, 2.735880691589313e-05, 2.7360916578647415e-05, 2.7361235282468412e-05, 2.7403091470948286e-05]",2.735839179823002e-05,21.263056166536725
